RefID,PMID,Title,Authors,Journal,Year,accession
142,15496250,Crimean-congo hemorrhagic fever in bulgaria,"Antoniadis A., Christova I., Papa A., Papadimitriou E."," Dept. of Microbiology, School of Medicine, Aristotle University of Thessaloniki, Thessaloniki 54124, Greece, Emerging Infect. Dis. 10 (8), 1465-1467 (2004)",2004,"AY550253, AY550254, AY550255, AY550256, AY550257, AY550258, AY675511"
143,15648072,Genetic characterization of the m rna segment of a balkan crimean-congo hemorrhagic fever virus strain,"Antoniadis A., Bozovic B., Papa A., Papadimitriou E.","J. Med. Virol. 75 (3), 466-469 (2005)",2005,AY675511
144,24953797,"A novel ap92-like crimean-congo hemorrhagic fever virus strain, greece","Chaligiannis I., Kontana N., Papa A., Sotiraki S., Sourba T., Tsatsaris A., Tsioka K."," A' Dept. of Microbiology, Aristotle University of Thessaloniki, Medical School, Thessaloniki 54124, Greece, Ticks Tick Borne Dis 5 (5), 590-593 (2014)","2013, 2014",KF146306
145,19845692,Emergence of crimean-congo haemorrhagic fever in greece,"Antoniadis A., Dalla V., Kartalis G., Papa A., Papadimitriou E."," Dept. of Microbiology, Aristotle University of Thessaloniki, Medical School, Thessaloniki 54124, Greece, Clin. Microbiol. Infect. (2009) In press, Clin. Microbiol. Infect. 16 (7), 843-847 (2010)","2009, 2010","EU871766, FJ643480"
146,28920177,"Molecular detection of crimean-congo hemorrhagic fever virus in ticks, greece, 2012-2014","Chaligiannis I., Kontana A., Papa A., Sotiraki S., Tsioka K.",Parasitol. Res. (2017) In press,2017,"MF004261, MF004262, MF004263, MF004264, MF004265, MF004266, MF004267, MF780718, MF780719, MF780720, MF780721, MF780722, MF780723"
147,,Direct Submission,"Antoniadis A., Papa A., Papadimitriou E."," Dept. of Microbiology, Medical School, Aristotle University of Thessaloniki, Thessaloniki 54124, Greece","2008, 2013",EU871766
148,21142621,The bulgarian vaccine crimean-congo haemorrhagic fever virus strain,"Christova I., Papa A., Papadimitriou E."," Dept. of Microbiology, Medical School, Aristotle University of Thessaloniki, Thessaloniki 54124, Greece, Scand. J. Infect. Dis. (2010) In press",2010,"GU477489, GU477490, GU477491"
149,,Ap92 sequencing,"Papa A., Papadopoulou E., Pappa S."," MICROBIOLOGY, AUTH, AUTH CAMPUS, 54124, GREECE, Unpublished",2016,LT673890
150,29525552,"Isolation and whole-genome sequencing of a crimean-congo hemorrhagic fever virus strain, greece","Giadinis N., Kontana A., Melidou A., Papa A., Papadopoulou E., Pappa S., Tsioka K.",Ticks Tick Borne Dis (2018) In press,2018,"MG516211, MG516212, MG516213"
151,,Direct Submission,"Glass P., Jennings G., Lofts R., Miller M., Parker M., Schoepp R., Smith J., Spik K."," Michael D. Parker, Virology Divison, USAMRIID, Bldg. 1425 Fort Detrick, Frederick, MD 21702, USA","1995, 2001",U39455
152,,"Cchf virus, isolated from ticks in tajikistan","Chausov E., Kononova Y., Petrova I., Shestopalov A., Tishkova F."," Microscopic Researches, State Research Center of Virology and Biotechnology 'Vector', Koltsovo, Novosibirsk Region 630559, Russia, Unpublished",2012,"JQ421100, JQ421101, JQ421102"
153,,Molecular epidemiology and diagnostics of crimean-congo hemorrhagic fever in southern russia,"Antonov V., Govorukhina M., Karan L., Krasnova E., Maleev V., Obukhov I., Platonov A., Shipulin G., Shvager M., Yazyshina S."," Central Research Institute of Epidemiology, Novogireevskaya Str. 3A, Moscow 111123, Russia, Unpublished",2001,"AF432115, AF432116, AF432117, AF432118, AF432119, AF432120, AF432121, AY062026, AY062027"
154,,Sequencing and analysis of s gene of cchfv,"Bouloy M., Feng C., Prehaud C., Tang Q."," Prehaud C.J., Laboratoire des Bunyavirides, Institut Pasteur, 25 rue du Dr Roux, 75724 Paris Cedex 15, FRANCE, Zhonghua Wei Sheng Wu Xue He Mian Yi Xue Za Zhi 19, 461-465 (1999)","1998, 1999","AJ010648, AJ010649"
155,,Full genome sequencing and phylogenetic characterization of crimean congo hemorrhagic fever virus in spain,"Arsuaga M., Fernandez cruz A., Goyanes M., Hernandez L., Negredo A., Perez sautu U., Ramirez de arellano E., Sanchez-seco M."," Arbovirus and Imported Viral Diseases Laboratory, National Center of Microbiology, Institute of Health Carlos III, Crta. Majadahonda a Pozuelo Km 2, Madrid 28220, Spain, Unpublished",2017,"MF287636, MF287637, MF287638"
156,38526059,"Crimean-congo hemorrhagic fever virus diversity and reassortment, pakistan, 2017-2020","Fahim A., Ikram A., Khurshid A., Klena J., Mobley M., Montgomery J., Rehman Z., Salman M., Talundzic E., Umair M., Whitmer S."," NCEZID-VSPB, CDC, 1600 Clifton RD NE, Atlanta, GA 30333, USA, Emerg Infect Dis 30 (4), 654-664 (2024)","2022, 2024","OM162027, OM162028, OM162029, OM162030, OM162031, OM162032, OM162033, OM162034, OM162035, OM162036, OM162037, OM162038, OM162039, OM162040, OM162041, OM162042, OM162043, OM162044, OM162045, OM162046, OM162047, OM162048, OM162049, OM162050, OM162051, OM162052, OM162053, OM162054, OM162055, OM162056, OM162057, OM162058, OM162059, OM162060, OM162061, OM162062, OM162063, OM162064, OM162065, OM162066, OM162067, OM162068, OM162069, OM162070, OM162071, OM162072, OM162073, OM162074, OM162075, OM162076, OM162077, OM162078, OM162079, OM162080, OM162081, OM162082, OM162083, OM162084, OM162085, OM162086, OM162087, OM162088, OM162089, OM162090, OM162091, OM162092, OM162093, OM162094, OM162095, OM162096, OM162097, OM162098, OM162099, OM162100, OM162101, OM162102, OM162103, OM162104, OM162105, OM162106, OM162107, OM162108, OM162109, OM162110, OM162111, OM162112, OM162113, OM162114, OM162115, OM162116, OM162117, OM162118, OM162119, OM162120, OM162121, OM162122, OM162123, OM162124, OM162125, OM162126, OM162127, OM162128, OM162129, OM162130"
157,9392588,Molecular investigation of a multisource outbreak of crimean-congo hemorrhagic fever in the united arab emirates,"Khan A., Ksiazek T., Lofts R., Maupin G., Nichol S., Noor A., Peters C., Rodriguez L., Rollin P., Schwarz T., Smith J."," Special Pathogens Branch, DVRD/NCID, Centers for Disease Control and Prevention, 1600 Clifton Rd. Mailstop G-14, Atlanta, GA 30329-4018, USA, Am. J. Trop. Med. Hyg. 57 (5), 512-518 (1997)","1996, 1997","U75668, U75669, U75670, U75671, U75672, U75673, U75674, U75675, U75676, U75677, U75678"
158,36041296,"The saharan antelope addax (addax nasomaculatus) as a host for hyalomma marginatum, tick vector of crimean-congo hemorrhagic fever virus","De la fuente G., De la fuente J., Fernandez de mera I., Gortazar C., Rodriguez O., Vaz-rodrigues R."," Sanidad Animal, Instituto de Investigacion en Recursos Cinegeticos, Ronda de Toledo s/n, Ciudad Real, Ciudad Real 13071, Spain, Ticks Tick Borne Dis 13 (6), 102034 (2022)",2022,ON557389
159,,Assessment of humoral and cellular immune responses elicited by a dna based vaccine targeting crimean congo hemorrhagic fever virus glycoprotein gc in immunocompetent balb/c mouse model,"Coleri cihan A., Farzani T., Ozkul A., Sahin E."," Biology, Ankara University, Dogol Street Tandogan, Ankara 06100, Turkey, Unpublished",2018,MG969426
160,,Molecular studies of cchf virus circulating in north india,"Chhabra M., Singh P., Venkatesh S."," Biotechnology division, National Centre for Diseases Control, 22-Sham Nath Marg, Delhi, Delhi 110054, India, Unpublished",2015,"KU041806, KU041807, KU041808"
161,24618184,Hidden threat of tortoise ticks: high prevalence of crimean-congo haemorrhagic fever virus in ticks hyalomma aegyptium in the middle east,"Belohlavek T., Jandzik D., Kubelova M., Mikulicek P., Papousek I., Siroky P., Zdrazilova-dubska L."," Department of Biology and Wildlife Diseases, University of Veterinary and Pharmaceutical Sciences Brno, Palackeho 1/3, Brno 612 42, Czech Republic, Parasit Vectors 7 (1), 101 (2014)","2013, 2014","KF725870, KF725871, KF725872, KF725873"
162,,Fda database for regulatory grade microbial sequences (fda-argos): supporting development and validation of infectious disease dx tests,"Aluvathingal J., Mehta A., Myers T., Nadendla S., Sadzewicz L., Sichtig H., Tallon L., Vavikolanu K., Yan Y."," Center for Devices and Radiological Health, US Food and Drug Administration, 10903 New Hampshire Avenue, White Oak, MD 20903, USA, Unpublished",2021,"OK573218, OK573219, OK573220, OK573221, OK573222"
163,,Novel segmented rna jingmenvirus group isolated from human,"Agafonov A., Gladysheva A., Kotenev E., Loktev V., Sementsova A., Ternovoi V., Volynkina A., Zaykovskaya A."," Department of Molecular Virology, State Research Center of Virology and Biotehnology 'Vector', Koltsovo, Russia 630559, Russia, Unpublished",2019,"MN218693, MN218694, MN218695, MN218696"
164,32598383,Genetic diversity and phylogenetic analysis of crimean-congo hemorrhagic fever viruses circulating in pakistan during 2019,"Akhtar R., Alam M., Ikram A., Khurshid A., Salman M., Umair M."," Department of Virology, National Institute of Health, Park Road, Chak Shahzad, Islamabad 44000, Pakistan, PLoS Negl Trop Dis 14 (6), e0008238 (2020)","2019, 2020","MN839490, MN839491, MN839492, MN839493, MN839494, MN839495, MN839496, MN839497, MN839498, MN839499, MN839500, MN839501, MN839502, MN839503, MN839504, MN970053, MN970054, MN970055, MN970056, MN970057, MN970058, MN970059, MN970060, MN970061, MN970062, MN970063, MN970064, MN970065, MN970066, MN970067, MN970068, MN970069, MN970070, MN970071, MN970072, MN970073, MN970074, MN970075, MN970076, MN970077, MN970078, MN970079, MN970080, MN970081, MN970082, MN970083, MN970084, MN970085, MN970086, MN970087, MN970088, MN970089, MN970090, MN970091, MN970092"
165,,Direct Submission,"Kolosov A., Kotenev E., Volynkina A."," Laboratory on Natural Focal Infections, Stavropol State Research Anti-Plague Institute, Sovetskaya str. 13-15, Stavropol, Stavropol Region 355035, Russian Federation,  Laboratory on Natural Focal Infections, Stavropol State Research Anti-Plague Institute, Sovetskaya str. 13-15, Stavropol, Stavropol region 355017, Russian Federation",2019,"MN004855, MN004856, MN004857, MN004858, MN004859, MN004860, MN004861, MN004862, MN004863, MN004864, MN004865, MN004866, MN004867, MN004868, MN004869, MN004870, MN004871, MN004872, MN004873, MN004874, MN004875, MN624267, MN624268, MN624269, MN624270, MN624271, MN624272, MN624273, MN624274, MN624275, MN624276, MN624277, MN624278, MN624279, MN624280, MN624281, MN624282, MN624283, MN624284, MN624285, MN624286, MN624287, MN624288, MN624289, MN624290, MN624291, MN624292, MN624293, MN624294, MN624295, MN624296, MN624297, MN624298, MN624299, MN624300, MN624301, MN624302, MN624303, MN624304, MN624305, MN624306, MN624307, MN624308, MN624309, MN624310, MN624311, MN624312, MN624313, MN624314, MN624315, MN624316, MN624317, MN624318, MN624319, MN624320, MN624321, MN624322, MN624323, MN624324, MN624325, MN624326, MN624327, MN624328, MN624329, MN624330, MN624331, MN624332, MN624333, MN624334, MN624335, MN624336, MN624337, MN624338, MN624339, MN624340, MN624341, MN624342, MN624343, MN624344, MN624345, MN624346, MN624347, MN624348, MN624349, MN624350, MN624351, MN624352, MN624353, MN624354, MN624355, MN624356, MN624357, MN624358, MN624359, MN624360, MN624361, MN624362, MN624363, MN624364, MN624365, MN624366, MN624367, MN624368, MN624369, MN624370, MN624371, MN624372, MN624373, MN624374, MN624375, MN624376, MN624377, MN624378, MN624379, MN624380, MN624381, MN624382, MN624383, MN624384, MN624385, MN624386, MN624387, MN624388, MN624389, MN624390, MN624391, MN624392, MN624393, MN624394, MN624395, MN624396, MN624397, MN624398, MN624399, MN624400, MN624401, MN624402, MN624403, MN624404, MN624405, MN624406, MN624407, MN624408, MN624409, MN624410, MN624411, MN624412, MN624413, MN624414, MN624415, MN624416, MN624417, MN624418, MN624419, MN624420, MN624421, MN624422, MN624423, MN624424, MN624425, MN624426, MN624427, MN624428, MN624429, MN624430, MN624431, MN624432, MN624433, MN624434, MN624435, MN624436, MN624437, MN624438, MN624439, MN624440, MN624441, MN624442, MN624443, MN624444, MN624445, MN624446, MN624447, MN624448, MN624449, MN624450, MN624451, MN624452, MN624453, MN624454, MN624455, MN624456, MN624457, MN624458, MN624459, MN624460, MN624461, MN624462, MN624463, MN624464, MN624465, MN624466, MN624467, MN624468, MN624469, MN624470, MN624471, MN624472, MN624473, MN624474, MN624475, MN624476, MN624477, MN624478, MN624479, MN624480, MN624481, MN624482, MN624483, MN624484, MN624485, MN624486, MN624487, MN624488, MN624489, MN624490, MN624491, MN624492, MN624493, MN624494, MN624495, MN624496, MN624497, MN624498, MN624499, MN624500, MN624501, MN624502, MN624503, MN624504, MN624505, MN624506, MN624507, MN624508, MN624509, MN624510, MN624511, MN624512, MN624513, MN624514, MN624515, MN624516, MN624517, MN624518, MN624519, MN624520, MN624521, MN624522, MN624523, MN624524, MN624525, MN624526, MN624527, MN624528, MN624529, MN624530, MN624531, MN624532, MN624533, MN624534, MN624535, MN624536, MN624537, MN624538, MN624539, MN624540, MN624541, MN624542, MN624543, MN624544, MN624545, MN624546, MN624547, MN624548, MN624549, MN624550, MN624551, MN624552, MN624553, MN624554, MN624555, MN624556, MN624557, MN624558, MN624559, MN624560, MN624561, MN624562, MN624563, MN624564, MN624565, MN624566, MN624567, MN624568, MN624569, MN624570, MN624571, MN624572, MN624573, MN624574, MN624575, MN624576, MN624577, MN624578, MN624579, MN624580, MN624581, MN624582, MN624583, MN624584, MN624585, MN624586, MN624587, MN624588, MN624589, MN624590, MN624591, MN624592, MN624593, MN624594, MN624595, MN624596, MN624597, MN624598, MN624599, MN624600, MN624601, MN624602, MN624603, MN624604, MN624605, MN624606, MN624607, MN624608, MN624609, MN624610, MN624611, MN624612, MN624613, MN624614, MN624615, MN624616, MN624617, MN624618, MN624619, MN624620, MN624621, MN624622, MN624623, MN624624, MN624625, MN624626, MN624627, MN624628, MN624629, MN624630, MN624631, MN624632, MN624633, MN624634, MN624635, MN624636, MN624637, MN624638, MN624639, MN624640, MN624641, MN624642, MN624643, MN624644, MN624645, MN624646, MN624647, MN624648, MN624649, MN624650, MN624651, MN624652, MN624653, MN624654, MN624655, MN624656, MN624657, MN624658, MN624659, MN624660, MN624661, MN624662, MN624663, MN624664, MN624665, MN624666, MN624667, MN624668, MN624669, MN624670, MN624671, MN624672, MN624673, MN624674, MN624675, MN624676, MN624677, MN624678, MN624679, MN624680, MN624681, MN624682, MN624683, MN624684, MN624685, MN624686, MN624687, MN624688, MN624689, MN624690, MN624691, MN624692, MN624693, MN624694, MN624695, MN624696, MN624697, MN624698, MN624699, MN624700, MN624701, MN624702, MN624703, MN624704, MN624705, MN624706, MN624707, MN624708, MN624709, MN624710, MN624711, MN624712, MN624713, MN624714, MN624715, MN624716, MN624717, MN624718, MN624719, MN624720, MN624721, MN624722, MN624723, MN624724, MN624725, MN624726, MN624727, MN624728, MN624729, MN624730, MN624731, MN624732, MN624733, MN624734, MN624735, MN624736, MN624737, MN624738, MN624739, MN624740, MN624741, MN624742, MN624743, MN624744, MN624745, MN624746, MN624747, MN624748, MN624749, MN624750, MN624751, MN624752, MN624753, MN624754, MN624755, MN624756, MN624757, MN624758, MN624759, MN624760, MN624761, MN624762, MN624763, MN624764, MN624765, MN624766, MN624767, MN624768, MN624769, MN624770, MN624771, MN624772, MN624773, MN624774, MN624775, MN624776, MN624777, MN624778, MN624779, MN624780, MN624781, MN624782, MN624783, MN624784, MN624785, MN624786, MN624787, MN624788, MN624789, MN624790, MN624791, MN624792, MN624793, MN624794, MN624795, MN624796, MN624797, MN624798, MN624799, MN624800, MN624801, MN624802, MN624803, MN624804, MN624805, MN624806, MN624807, MN624808, MN624809, MN624810, MN624811, MN624812, MN624813, MN624814, MN624815, MN624816, MN624817, MN624818, MN624819, MN624820, MN624821, MN624822, MN624823, MN624824, MN624825, MN624826, MN624827, MN624828, MN624829, MN624830, MN624831, MN624832, MN624833, MN624834, MN624835, MN624836, MN624837, MN624838, MN624839, MN624840, MN624841, MN624842, MN624843, MN624844, MN624845, MN624846, MN624847, MN624848, MN624849, MN624850, MN624851, MN624852, MN624853, MN624854, MN624855, MN624856, MN624857, MN624858, MN624859, MN624860, MN624861, MN624862, MN624863, MN624864, MN624865, MN624866, MN624867, MN624868, MN624869, MN624870, MN624871, MN624872, MN624873, MN624874, MN624875, MN624876, MN624877, MN624878, MN624879, MN624880, MN624881, MN624882, MN624883, MN624884, MN624885, MN624886, MN624887, MN624888, MN624889, MN624890, MN624891, MN624892, MN624893, MN624894, MN624895, MN624896, MN624897, MN624898, MN624899, MN624900, MN624901, MN624902, MN624903, MN624904, MN624905, MN624906, MN624907, MN624908, MN624909, MN624910, MN624911, MN624912, MN624913, MN624914, MN624915, MN624916, MN624917, MN624918, MN624919, MN624920, MN624921, MN624922, MN624923, MN624924, MN624925, MN624926, MN624927, MN624928, MN624929, MN624930, MN624931, MN624932, MN624933, MN624934, MN624935, MN624936, MN624937, MN624938, MN624939, MN624940, MN624941, MN624942, MN624943, MN624944, MN624945, MN624946, MN624947, MN624948, MN624949, MN624950, MN624951, MN624952, MN624953, MN624954, MN624955, MN624956, MN624957, MN624958, MN624959, MN624960"
166,,Phylogenetic characterisation of crimean-congo hemorrhagic fever virus detected in african blue ticks feeding on cattle in a ugandan abattoir,"Allen D., Frost S., Hewson R., Stubbs S., Waiswa P., Wampande E."," Infectious Disease Epidemiology, London School of Hygiene and Tropical Medicine, Keppel Street, London WC1E 7HT, UK, Preprints (Basel) (2021) In press",2021,"MW452933, MW452934, MW452935"
167,,"The characterization of crimean-congo haemorrhagic fever virus glycoproteins, The crimean-congo haemorrhagic fever virus genetic analysis","Deng F., Hu Z., Li T., Meng W., Sun S., Wang H., Xia Y., Zhang Y., Zhou Z."," Molecular Virology Lab, Wuhan Institution of Virology, CAS, No. 44, Xiaohongshan Middle District, Wuchan District, Wuhan, Hubei 430071, China, Unpublished",2008,"FJ562093, FJ562094, FJ562095"
168,,"A focal outbreak of crimean congo hemorrhagic fever in ahmadabad, india, 2011","Mourya D., Yadav P."," VR-HCL, National Institute of Virology, Microbial Containment Complex, Sus Road, Pashan, Pune, Maharashtra 411021, India, Unpublished",2011,"JF922673, JF922674, JF922675, JF922676, JF922677, JF922678, JF922679, JF922680, JF922681"
169,34372602,"Viral rna metagenomics of hyalomma ticks collected from dromedary camels in makkah province, saudi arabia","Alanazi A., Alaoui A., Albalawi A., Alouffi A., Sironen T., Smura T., Truong nguyen P., Vapalahti O., Zakham F."," Department of Virology, University of Helsinki, Haartmaninkatu 3, Helsinki 00290, Finland, Viruses 13 (7), 1396 (2021)",2021,"MZ566478, MZ566479, MZ566480"
170,,"The characterization of cchfv glycoproteins, The crimean-congo haemorrhagic fever virus genetics and analysis","Deng F., Hu Z., Li T., Meng W., Sun S., Wang H., Zhang Y., Zhou Z."," Molecular Virology and Bioengeneering Research Group, Wuhan Institution of Virology, CAS, Xiaohongshan 44#, Wuhan, Hubei 430071, China, J. Gen. Virol. (2010) In press",2010,"GU477492, GU477493, GU477494"
171,24751353,"Unique strain of crimean-congo hemorrhagic fever virus, mali","Feldmann F., Feldmann H., Kelly A., Maiga O., Safronetz D., Schwan T., Sogoba N., Zivcec M."," NIAID - Rocky Mountain Labs, NIH, 903 South 4th Street, Hamilton, MT 59840, USA, Emerging Infect. Dis. 20 (5), 911-913 (2014)","2013, 2014","KF793333, KF793334, KF793335"
172,32187506,"Crimean-congo hemorrhagic fever virus in humans and livestock, pakistan, 2015-2017","Ahmed F., Athar M., Batool M., Corman V., Deng F., Faiz S., Furqan M., Hussain M., Jakhrani M., Kakar M., Khan I., Sadia H., Saqib M., Shahid M., Shen S., Shi Z., Shu S., Sial A., Tahir U., Taj Z., Tayyab J., Tayyab M., Wu Q., Yaqub T., Zhang J., Zohaib A."," Key Lab of Special Pathogens, Wuhan Institute of Virology, Xiao Hong Shan No. 44, Wuhan 430071, China, Emerging Infect. Dis. 26 (4), 773-777 (2020)","2019, 2020","MN135938, MN135939, MN135940, MN135941, MN135942, MN135943, MN135944"
173,21655310,"Multiple crimean-congo hemorrhagic fever virus strains are associated with disease outbreaks in sudan, 2008-2009","Aradaib I., Elageb R., Erickson B., Karsany M., Khristova M., Mohamed M., Nichol S."," Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA, PLoS Negl Trop Dis 5 (5), E1159 (2011)","2010, 2011","HQ378179, HQ378180, HQ378181, HQ378182, HQ378183, HQ378184, HQ378185, HQ378186, HQ378187"
174,,Direct Submission,"Abdulall A., Bendary H., Rasslan F., Zaki A."," Microbiology and Immunology, Faculty of Pharmacy (Girls), Al-Azhar University, Dr Abd El-Shennawy, Nasr City, Cairo 11765, Egypt,  Microbiology and Immunology, Faculty of Pharmacy (Girls), Al-Azhar University, Dr Abd El-Shennawy, Nasr city, Cairo 11765, Egypt","2020, 2021","MW424419, MW467897, MW467898, MZ322095, MZ326698, MZ330127, MZ342904, MZ361738"
175,27491289,Phylogeny of tick-derived crimean-congo hemorrhagic fever virus strains in iran,"Belqeiszadeh H., Biglari P., Chinikar S., Fooks A., Ghaffari M., Javaherizadeh S., Mostafavi E., Nowotny N., Shahhosseini N., Telmadarraiy Z."," Bernhard Nocht Institute for Tropical Medicine, Germany,  Pasteur Institute of Iran, Iran, Ticks Tick Borne Dis (2016) In press","2015, 2016","KT931948, KT931949, KT931950, KT931951, KT931952, KT931953, KT931954, KT931955, KT931956, KT931957, KT931958"
176,23682136,"Genome sequence of ex-afghanistan crimean-congo hemorrhagic fever virus sct strain, from an imported united kingdom case in october 2012","Atkinson B., Brooks T., Carroll M., Chamberlain J., Hewson R., Latham J., Logue C., Newman E., Osborne J., Vipond R."," Research, Health Protection Agency - Porton, Manor Farm Road, Salisbury, Wiltshire SP4 0JG, UK,  Virology and Pathogenesis, Centre for Emergency Preparedness and Response, HPA Porton Down, Salisbury, Wiltshire SP4 0JG, UK, Genome Announc 1 (3), E00161-13 (2013)","2012, 2013","JX908640, JX999734, JX999735, KC344855, KC344856"
177,15170636,Genetic analysis of crimean-congo hemorrhagic fever virus in iran,"Bladh L., Chinikar S., Goya M., Houshmand B., Johansson M., Lundkvist A., Mirazimi A., Nilsson M., Persson S., Plyusnin A., Shinikar S."," Centre for Microbiological Preparedness, Swedish Institue for Infectious Disease Control, Nobels vag 18, Stockholm, Solna 171 82, Sweden,  Centre for Microbiological Preparedness, Swedish Institute for Infectious Disease Control, Nobels vag 18, Stockholm, Solna 171 82, Sweden, J. Med. Virol. 73 (3), 404-411 (2004)","2003, 2004","AY366373, AY366374, AY366375, AY366376, AY366377, AY366378, AY366379, AY366380, AY366381, AY366382, AY366383, AY366384, AY366385, AY366386, AY366387"
178,,"Complete genome sequencing of crimean-congo haemorrhagic fever virus (cchfv) directly from clinical samples: a comparative study between targeted enrichment and metagenomic approaches, Recovery of complete genome sequences of crimean-congo haemorrhagic fever virus (cchfv) directly from clinical samples: a comparative study between targeted enrichment and metagenomic approaches, Recovery of complete genome sequences of crimean-congo haemorrhagic fever virus through targeted next-generation sequencing approaches: a comparative study between multiplex tiling pcr and probe hybridization capture","Afrough B., Allen D., D'addiego J., Elaldi N., Fletcher T., Hewson R., Kurosaki Y., Leblebicioglu H., Shah S., Wand N."," Research & Evaluation, UK Health Security Agency, Manor Farm Road, Salisbury, Wiltshire SP4 0JG, United Kingdom, Unpublished","2023, 2024","OQ454691, OQ454692, OQ454693, OQ454694, OQ454695, OQ454696, OQ454697, OQ454698, OQ454699, OQ454700, OQ454701, OQ454702, OQ454703, OQ454704, OQ454705, OQ454706, OQ454707, OQ454708, OQ454709, OQ454710, OQ454711, OQ454712, OQ454713, OQ454714, OQ454715, OQ454716, OQ454717, OQ454718, OQ454719, OQ454720, OQ454721, OQ454722, OQ454723, OQ454724, OQ454725, OQ454726, OQ454727, OQ454728, OQ454729, OQ454730, OQ454731, OQ454732, OQ454733, OQ454734, OQ454735, OQ454736, OQ454737, OQ454738, OQ454739, OQ454740, OQ454741, OQ454742, OQ454743, OQ454744, OQ454745, OQ454746, OQ454747, OQ454748, OQ454749, OQ454750, OQ454777, OQ454778, OQ454779, OQ454780, OQ454781, OQ454782, OQ454783, OQ454784, OQ454785, OQ454786, OQ454787, OQ454788, OQ454789, OQ454790, OQ454791, OQ454792, OQ454793, OQ454794, OQ454795, OQ454796, OQ454797, OQ454798, OQ454799, OQ454800, OQ454801, OQ454802, OQ454803, OQ454804, OQ454805, OQ454806, OQ454807, OQ454808, OQ454809, OQ454810, OQ454811, OQ454812, OQ454813, OQ454814, OQ454815, OQ454816, OQ454817, OQ454818, OQ454819, OQ454820, OQ454821, OQ454822, OQ454823, OQ454824, OQ454825, OQ454826, OQ454827, OQ454828, OQ454829, OQ454830, OQ454831, OQ454832, OQ454833, OQ454834, OQ454835, OQ454836, OQ866631, OQ866632, OQ866633, PP735307, PP735308, PP735309, PP735310, PP735311, PP735312, PP735313, PP735314, PP735315, PP735316, PP735317, PP735318, PP735319, PP735320, PP735321, PP735322, PP735323, PP735324, PP735325, PP735326, PP735327, PP735328, PP735329, PP735330, PP735331, PP735332, PP735333, PP735334, PP735335, PP735336, PP735337, PP735338, PP735339, PP735340, PP735341, PP735342, PP735343, PP735344, PP735345, PP735346, PP735347, PP735348, PP735349, PP735350, PP735351, PP735352, PP735353, PP735354, PP735355, PP735356, PP735357, PP735358, PP735359, PP735360, PP735361, PP735362, PP735363, PP735364, PP735365, PP735366, PP735367, PP735368, PP735369, PP735370, PP735371, PP735372, PP735373, PP735374, PP735375"
179,25393542,"Prevalence of crimean-congo hemorrhagic fever virus in healthy population, livestock and ticks in kosovo","Avsic-zupanc T., Dedushaj I., Fajs L., Humolli I., Jakupi X., Jelovsek M., Knap N., Korva M., Petrovec M., Saksida A."," Laboratory for Diagnosis of Zoonoses, Institute of Microbiology and Immunology, MF, UL, Zaloska 4, Ljubljana, Ljubljana 1000, Slovenia,  Laboratory for diagnosis of zoonoses, Institute of Microbiology and Immunology, MF, UL, Zaloska 4, Ljubljana, Ljubljana 1000, Slovenia, PLoS ONE 9 (11), E110982 (2014)","2013, 2014","KF039932, KF039933, KF039934, KF039935, KF039936, KF039937, KF039938, KF039939, KF039940, KF039941, KF039942, KJ207076, KJ207077, KJ207078"
180,29520745,"Isolation, characterization, and phylogenetic analysis of two new crimean-congo hemorrhagic fever virus strains from the northern region of xinjiang province, china, Viromes of hyalomma asiaticum, hyalomma detritum and dermacentor nuttalli ticks from xinjiang uygur autonomous region, china","Abudurexiti A., An R., Chang C., Deng F., Duan X., Fang Y., Guo R., Hu Z., Kou C., Liang J., Liu J., Liu X., Luo T., Moming A., Shen S., Shi J., Su Z., Sun S., Tang S., Wang C., Wang H., Wang J., Wang Q., Wu Q., Yang J., Zhang Y., Zhang Z., Zhu L."," State Key Laboratory of Virology, Wuhan Institute of Virology, Chinese Academy of Sciences, Xiao Hongshan 44 Wuchang, Wuhan, Hubei 430071, China,  State Key Laboratory of Virology, Wuhan Institute of Virology, Chinese Academy of Sciences, Xiao Hongshan, 44, Wuchang, Wuhan, Hubei 430071, China, Unpublished, Virol Sin 33 (1), 74-86 (2018)","2017, 2018","MG659722, MG659723, MG659724, MG659725, MG659726, MG659727, MH688497, MH688498, MH688499"
181,,Direct Submission,"Dai X., Feng C., Hang C., Meng W., Sun S., Wang X., Zhang Y."," The Center for Disease Control and Prevention of Xinjiang Uygur Autonomous Region, Xinjiang Key Lab of Biological Resources and Genetic Engineering, College of Life Science and Technology, Xinjiang University, Urumuqi 830046, P.R. China",2008,"EU715257, EU715258, EU715259, EU715260, EU715261, EU715262, EU715263, EU715264, EU715265, EU715266, EU715267, EU715268, EU715269, EU715270, EU715271, EU715272, EU715273, EU715274, EU715275, EU715276, EU715277, EU715278, EU715279, EU715280, EU715281, EU715282, EU715283, EU715284, EU715285, EU715286"
